"disposition","reps"
"D021-1638AlexGregg15May2249",1
"D021-1638AlexGregg15May2250",1
"D021-1638AlexGregg15May2251",1
"D021-1638AlexGregg15May2252",1
"D021-1638AlexGregg15May2253",1
"D021-1638AlexGregg15May2254",1
"D021-1638AlexGregg15May2255",1
"D021-1638AlexGregg15May2256",1
"D021-1638AlexGregg15May2257",1
"D021-1638AlexGregg15May2258",1
"D021-1638AlexGregg15May2259",1
"D021-1638AlexGregg15May2260",1
"D021-1638AlexGregg15May2261",1
"D021-1638AlexGregg15May2262",1
"D021-1638AlexGregg15May2263",1
"D021-1638AlexGregg15May2264",1
"D021-1638AlexGregg15May2265",1
"D021-1638AlexGregg15May2266",1
"D021-1638AlexGregg15May2267",1
"D021-1638AlexGregg15May2268",1
"D021-1638AlexGregg15May2269",1
"D021-1638AlexGregg15May2270",1
"D021-1638AlexGregg15May2271",1
"D021-1638AlexGregg15May2272",1
"D021-1638AlexGregg15May2273",1
"D021-1638AlexGregg15May2274",1
"D021-1638AlexGregg15May2275",1
"D021-1638AlexGregg15May2276",1
"D021-1638AlexGregg15May2277",1
"D021-1638AlexGregg15May2278",1
"D021-1638AlexGregg15May2279",1
"D021-1638AlexGregg15May2280",1
"D021-1638AlexGregg15May2281",1
"D021-1638AlexGregg15May2282",1
"D021-1638AlexGregg15May2283",1
"D021-1638AlexGregg15May2284",1
"D021-1638AlexGregg15May2285",1
"D021-1638AlexGregg15May2286",1
"D021-1638AlexGregg15May2287",1
"D021-1638AlexGregg15May2288",1
"D021-1638AlexGregg15May2289",1
"D021-1638AlexGregg15May2290",1
"D021-1638AlexGregg15May2291",1
"D021-1638AlexGregg15May2292",1
"D021-1638AlexGregg15May2293",1
"D021-1638AlexGregg15May2294",1
"D021-1638AlexGregg15May2295",1
"D021-1638AlexGregg15May2296",1
"D031-0658SushmaChiluvuri11May201",1
"D032-0626SushmaChiluvuri8Jun2015",1
"D032-1406SushmaChiluvuri8Jun2015",1
"D034-1499SushmaChiluvuri10July20",1
"D038-276C.Gross12.01.2015",1
"D040-409C.Gross11.20.2015",1
"D043-301C.Gross12.16.2015",1
"D060-1053Cokendolpher21Ap2016",1
"D061-1634Cokendolpher25Ap2017",1
"D061-1634Cokendolpher25Ap2018",1
"D061-1634Cokendolpher25Ap2019",1
"D061-1634Cokendolpher25Ap2020",1
"D061-1634Cokendolpher25Ap2021",1
"D061-1634Cokendolpher25Ap2022",1
"D061-1634Cokendolpher25Ap2023",1
"D061-1634Cokendolpher25Ap2024",1
"D061-1634Cokendolpher25Ap2025",1
"D061-1634Cokendolpher25Ap2026",1
"D061-1634Cokendolpher25Ap2027",1
"D061-1634Cokendolpher25Ap2028",1
"D061-1634Cokendolpher25Ap2029",1
"D061-1634Cokendolpher25Ap2030",1
"D061-1634Cokendolpher25Ap2031",1
"D061-1634Cokendolpher25Ap2032",1
"D061-1634Cokendolpher25Ap2033",1
"D061-1634Cokendolpher25Ap2034",1
"D061-1634Cokendolpher25Ap2035",1
"D061-1634Cokendolpher25Ap2036",1
"D061-1634Cokendolpher25Ap2037",1
"D061-1634Cokendolpher25Ap2038",1
"D061-1634Cokendolpher25Ap2039",1
"D061-1634Cokendolpher25Ap2040",1
"D061-1634Cokendolpher25Ap2041",1
"D061-1634Cokendolpher25Ap2042",1
"D061-1634Cokendolpher25Ap2043",1
"D061-1634Cokendolpher25Ap2044",1
"D061-1634Cokendolpher25Ap2045",1
"D061-1634Cokendolpher25Ap2046",1
"D061-1634Cokendolpher25Ap2047",1
"D061-1634Cokendolpher25Ap2048",1
"D061-1634Cokendolpher25Ap2049",1
"D061-1634Cokendolpher25Ap2050",1
"D061-1634Cokendolpher25Ap2051",1
"D061-1634Cokendolpher25Ap2052",1
"D061-1634Cokendolpher25Ap2053",1
"D061-1634Cokendolpher25Ap2054",1
"D061-1634Cokendolpher25Ap2055",1
"D061-1634Cokendolpher25Ap2056",1
"D061-1634Cokendolpher25Ap2057",1
"D061-1634Cokendolpher25Ap2058",1
"D061-1634Cokendolpher25Ap2059",1
"D061-1634Cokendolpher25Ap2060",1
"D061-1634Cokendolpher25Ap2061",1
"D061-1634Cokendolpher25Ap2062",1
"D061-1634Cokendolpher25Ap2063",1
"D061-1634Cokendolpher25Ap2064",1
"D061-1634Cokendolpher25Ap2065",1
"D061-1634Cokendolpher25Ap2066",1
"D061-1634Cokendolpher25Ap2067",1
"D061-1634Cokendolpher25Ap2068",1
"D061-1634Cokendolpher25Ap2069",1
"D061-1634Cokendolpher25Ap2070",1
"D061-1634Cokendolpher25Ap2071",1
"D061-1634Cokendolpher25Ap2072",1
"D061-1634Cokendolpher25Ap2073",1
"D061-1634Cokendolpher25Ap2074",1
"D061-1634Cokendolpher25Ap2075",1
"D061-1634Cokendolpher25Ap2076",1
"D061-1634Cokendolpher25Ap2077",1
"D061-1634Cokendolpher25Ap2078",1
"D061-1634Cokendolpher25Ap2079",1
"D061-1634Cokendolpher25Ap2080",1
"D061-1634Cokendolpher25Ap2081",1
"D061-1634Cokendolpher25Ap2082",1
"D061-1634Cokendolpher25Ap2083",1
"D061-1634Cokendolpher25Ap2084",1
"D061-1634Cokendolpher25Ap2085",1
"D061-1634Cokendolpher25Ap2086",1
"D061-1634Cokendolpher25Ap2087",1
"D061-1634Cokendolpher25Ap2088",1
"D061-1634Cokendolpher25Ap2089",1
"D061-1634Cokendolpher25Ap2090",1
"D061-1634Cokendolpher25Ap2091",1
"D061-1634Cokendolpher25Ap2092",1
"D061-1634Cokendolpher25Ap2093",1
"D061-1634Cokendolpher25Ap2094",1
"D061-1634Cokendolpher25Ap2095",1
"D061-1634Cokendolpher25Ap2096",1
"D061-1634Cokendolpher25Ap2097",1
"D061-1634Cokendolpher25Ap2098",1
"D061-1634Cokendolpher25Ap2099",1
"D061-1634Cokendolpher25Ap2100",1
"D061-1634Cokendolpher25Ap2101",1
"D061-1634Cokendolpher25Ap2102",1
"D061-1634Cokendolpher25Ap2103",1
"D061-1634Cokendolpher25Ap2104",1
"D061-1634Cokendolpher25Ap2105",1
"D061-1634Cokendolpher25Ap2106",1
"D061-1634Cokendolpher25Ap2107",1
"D061-1634Cokendolpher25Ap2108",1
"D061-1634Cokendolpher25Ap2109",1
"D061-1634Cokendolpher25Ap2110",1
"D061-1634Cokendolpher25Ap2111",1
"D061-1634Cokendolpher25Ap2112",1
"D061-1634Cokendolpher25Ap2113",1
"D061-1634Cokendolpher25Ap2114",1
"D061-1634Cokendolpher25Ap2115",1
"D061-1634Cokendolpher25Ap2116",1
"D061-1634Cokendolpher25Ap2117",1
"D061-1634Cokendolpher25Ap2118",1
"D061-1634Cokendolpher25Ap2119",1
"D061-1634Cokendolpher25Ap2120",1
"D061-1634Cokendolpher25Ap2121",1
"D061-1634Cokendolpher25Ap2122",1
"D061-1634Cokendolpher25Ap2123",1
"D061-1634Cokendolpher25Ap2124",1
"D061-1634Cokendolpher25Ap2125",1
"D061-1634Cokendolpher25Ap2126",1
"D061-1634Cokendolpher25Ap2127",1
"D061-1634Cokendolpher25Ap2128",1
"D061-1634Cokendolpher25Ap2129",1
"D061-1634Cokendolpher25Ap2130",1
"D061-1634Cokendolpher25Ap2131",1
"D061-1634Cokendolpher25Ap2132",1
"D061-1634Cokendolpher25Ap2133",1
"D061-1634Cokendolpher25Ap2134",1
"D061-1634Cokendolpher25Ap2135",1
"D061-1634Cokendolpher25Ap2136",1
"D061-1634Cokendolpher25Ap2137",1
"D061-1634Cokendolpher25Ap2138",1
"D061-1634Cokendolpher25Ap2139",1
"D061-1634Cokendolpher25Ap2140",1
"D061-1634Cokendolpher25Ap2141",1
"D061-1634Cokendolpher25Ap2142",1
"D061-1634Cokendolpher25Ap2143",1
"D061-1634Cokendolpher25Ap2144",1
"D061-1634Cokendolpher25Ap2145",1
"D061-1634Cokendolpher25Ap2146",1
"D061-1634Cokendolpher25Ap2147",1
"D061-1634Cokendolpher25Ap2148",1
"D061-1634Cokendolpher25Ap2149",1
"D061-1634Cokendolpher25Ap2150",1
"D061-1634Cokendolpher25Ap2151",1
"D061-1634Cokendolpher25Ap2152",1
"D061-1634Cokendolpher25Ap2153",1
"D061-1634Cokendolpher25Ap2154",1
"D061-1634Cokendolpher25Ap2155",1
"D061-1634Cokendolpher25Ap2156",1
"D061-1634Cokendolpher25Ap2157",1
"D061-1634Cokendolpher25Ap2158",1
"D061-1634Cokendolpher25Ap2159",1
"D061-1634Cokendolpher25Ap2160",1
"D061-1634Cokendolpher25Ap2161",1
"D061-1634Cokendolpher25Ap2162",1
"D061-1634Cokendolpher25Ap2163",1
"D061-1634Cokendolpher25Ap2164",1
"D061-1634Cokendolpher25Ap2165",1
"D061-1634Cokendolpher25Ap2166",1
"D061-1634Cokendolpher25Ap2167",1
"D061-1634Cokendolpher25Ap2168",1
"D061-1634Cokendolpher25Ap2169",1
"D061-1634Cokendolpher25Ap2170",1
"D061-1634Cokendolpher25Ap2171",1
"D061-1634Cokendolpher25Ap2172",1
"D061-1634Cokendolpher25Ap2173",1
"D061-1634Cokendolpher25Ap2174",1
"D061-1634Cokendolpher25Ap2175",1
"D061-1634Cokendolpher25Ap2176",1
"D061-1634Cokendolpher25Ap2177",1
"D061-1634Cokendolpher25Ap2178",1
"D061-1634Cokendolpher25Ap2179",1
"D061-1634Cokendolpher25Ap2180",1
"D061-1634Cokendolpher25Ap2181",1
"D061-1634Cokendolpher25Ap2182",1
"D061-1634Cokendolpher25Ap2183",1
"D061-1634Cokendolpher25Ap2184",1
"D061-1634Cokendolpher25Ap2185",1
"D061-1634Cokendolpher25Ap2186",1
"D061-1634Cokendolpher25Ap2187",1
"D061-1634Cokendolpher25Ap2188",1
"D061-1634Cokendolpher25Ap2189",1
"D061-1634Cokendolpher25Ap2190",1
"D061-1634Cokendolpher25Ap2191",1
"D061-1634Cokendolpher25Ap2192",1
"D061-1634Cokendolpher25Ap2193",1
"D061-1634Cokendolpher25Ap2194",1
"D061-1634Cokendolpher25Ap2195",1
"D061-1634Cokendolpher25Ap2196",1
"D061-1634Cokendolpher25Ap2197",1
"D061-1634Cokendolpher25Ap2198",1
"D061-1634Cokendolpher25Ap2199",1
"D061-1634Cokendolpher25Ap2200",1
"D061-1634Cokendolpher25Ap2201",1
"D061-1634Cokendolpher25Ap2202",1
"D061-1634Cokendolpher25Ap2203",1
"D061-1634Cokendolpher25Ap2204",1
"D061-1634Cokendolpher25Ap2205",1
"D061-1634Cokendolpher25Ap2206",1
"D061-1634Cokendolpher25Ap2207",1
"D061-1634Cokendolpher25Ap2208",1
"D061-1634Cokendolpher25Ap2209",1
"D061-1634Cokendolpher25Ap2210",1
"D061-1634Cokendolpher25Ap2211",1
"D061-1634Cokendolpher25Ap2212",1
"D061-1634Cokendolpher25Ap2213",1
"D061-1634Cokendolpher25Ap2214",1
"D061-1634Cokendolpher25Ap2215",1
"D061-1634Cokendolpher25Ap2216",1
"D061-1634Cokendolpher25Ap2217",1
"D061-1634Cokendolpher25Ap2218",1
"D061-1634Cokendolpher25Ap2219",1
"D061-1634Cokendolpher25Ap2220",1
"D061-1634Cokendolpher25Ap2221",1
"D061-1634Cokendolpher25Ap2222",1
"D061-1634Cokendolpher25Ap2223",1
"D061-1634Cokendolpher25Ap2224",1
"D061-1634Cokendolpher25Ap2225",1
"D061-1634Cokendolpher25Ap2226",1
"D061-1634Cokendolpher25Ap2227",1
"D061-1634Cokendolpher25Ap2228",1
"D061-1634Cokendolpher25Ap2229",1
"D061-1634Cokendolpher25Ap2230",1
"D061-1634Cokendolpher25Ap2231",1
"D061-1634Cokendolpher25Ap2232",1
"D061-1634Cokendolpher25Ap2233",1
"D061-1634Cokendolpher25Ap2234",1
"D061-1634Cokendolpher25Ap2235",1
"D061-1634Cokendolpher25Ap2236",1
"D061-1634Cokendolpher25Ap2237",1
"D061-1634Cokendolpher25Ap2238",1
"D061-1634Cokendolpher25Ap2239",1
"D061-1634Cokendolpher25Ap2240",1
"D061-1634Cokendolpher25Ap2241",1
"D061-1634Cokendolpher25Ap2242",1
"D061-1634Cokendolpher25Ap2243",1
"D061-1634Cokendolpher25Ap2244",1
"D061-1634Cokendolpher25Ap2245",1
"D061-1634Cokendolpher25Ap2246",1
"D061-1634Cokendolpher25Ap2247",1
"D061-1634Cokendolpher25Ap2248",1
"D061-1634Cokendolpher25Ap2249",1
"D061-1634Cokendolpher25Ap2250",1
"D061-1634Cokendolpher25Ap2251",1
"D061-1634Cokendolpher25Ap2252",1
"D061-1634Cokendolpher25Ap2253",1
"D061-1634Cokendolpher25Ap2254",1
"D061-1634Cokendolpher25Ap2255",1
"D061-1634Cokendolpher25Ap2256",1
"D061-1634Cokendolpher25Ap2257",1
"D061-1634Cokendolpher25Ap2258",1
"D061-1634Cokendolpher25Ap2259",1
"D061-1634Cokendolpher25Ap2260",1
"D061-1634Cokendolpher25Ap2261",1
"D061-1634Cokendolpher25Ap2262",1
"D061-1634Cokendolpher25Ap2263",1
"D061-1634Cokendolpher25Ap2265",1
"D061-1634Cokendolpher25Ap2266",1
"D061-1634Cokendolpher25Ap2267",1
"D061-1634Cokendolpher25Ap2268",1
"D061-1634Cokendolpher25Ap2269",1
"D061-1634Cokendolpher25Ap2270",1
"D061-1634Cokendolpher25Ap2271",1
"D061-1634Cokendolpher25Ap2272",1
"D061-1634Cokendolpher25Ap2273",1
"D061-1634Cokendolpher25Ap2274",1
"D061-1634Cokendolpher25Ap2275",1
"D061-1634Cokendolpher25Ap2276",1
"D061-1634Cokendolpher25Ap2277",1
"D061-1634Cokendolpher25Ap2278",1
"D061-1634Cokendolpher25Ap2279",1
"D061-1634Cokendolpher25Ap2280",1
"D061-1634Cokendolpher25Ap2281",1
"D061-1634Cokendolpher25Ap2282",1
"D061-1634Cokendolpher25Ap2283",1
"D061-1634Cokendolpher25Ap2284",1
"D061-1634Cokendolpher25Ap2285",1
"D061-1634Cokendolpher25Ap2286",1
"D061-1634Cokendolpher25Ap2287",1
"D061-1634Cokendolpher25Ap2288",1
"D061-1634Cokendolpher25Ap2289",1
"D061-1634Cokendolpher25Ap2290",1
"D061-1634Cokendolpher25Ap2291",1
"D061-1634Cokendolpher25Ap2292",1
"D061-1634Cokendolpher25Ap2293",1
"D061-1634Cokendolpher25Ap2295",1
"D061-1634Cokendolpher25Ap2296",1
"D061-1634Cokendolpher25Ap2297",1
"D072-1618Cokendolpher25Ap2016",1
"D-0989AlexGregg3June2017",1
"D-0989AlexGregg3June2018",1
"D-0989AlexGregg3June2019",1
"D-0989AlexGregg3June2020",1
"D-0989AlexGregg3June2021",1
"D-0989AlexGregg3June2022",1
"D-0989AlexGregg3June2023",1
"D-0989AlexGregg3June2024",1
"D-0989AlexGregg3June2025",1
"D-0989AlexGregg3June2026",1
"D-0989AlexGregg3June2028",1
"D-0989AlexGregg3June2029",1
"D-0989AlexGregg3June2030",1
"D-0989AlexGregg3June2031",1
"D-0989AlexGregg3June2032",1
"D-0989AlexGregg3June2033",1
"D-0989AlexGregg3June2034",1
"D-0989AlexGregg3June2035",1
"D-0989AlexGregg3June2036",1
"D-0989AlexGregg3June2037",1
"D-0989AlexGregg3June2038",1
"D-0989AlexGregg3June2039",1
"D-0989AlexGregg3June2040",1
"D-0989AlexGregg3June2041",1
"D-0989AlexGregg3June2042",1
"D-0989AlexGregg3June2043",1
"D-0989AlexGregg3June2044",1
"D-0989AlexGregg3June2045",1
"D-0989AlexGregg3June2046",1
"D-0989AlexGregg3June2047",1
"D-0989AlexGregg3June2048",1
"D-0989AlexGregg3June2049",1
"D-0989AlexGregg3June2050",1
"D-0989AlexGregg3June2051",1
"D-0989AlexGregg3June2052",1
"D-0989AlexGregg3June2053",1
"D-0989AlexGregg3June2054",1
"D-0989AlexGregg3June2055",1
"D-0989AlexGregg3June2056",1
"D-0989AlexGregg3June2057",1
"D-0989AlexGregg3June2058",1
"D-0989AlexGregg3June2059",1
"D-0989AlexGregg3June2060",1
"D-0989AlexGregg3June2061",1
"D-0989AlexGregg3June2062",1
"D-0989AlexGregg3June2063",1
"D-0989AlexGregg3June2064",1
"D-0989AlexGregg3June2065",1
"D-0989AlexGregg3June2066",1
"D-0989AlexGregg3June2067",1
"D-0989AlexGregg3June2068",1
"D-0989AlexGregg3June2069",1
"D-0989AlexGregg3June2070",1
"D-0989AlexGregg3June2071",1
"D-0989AlexGregg3June2072",1
"D-0989AlexGregg3June2073",1
"D-0989AlexGregg3June2074",1
"D-0989AlexGregg3June2075",1
"D-0989AlexGregg3June2076",1
"D-0989AlexGregg3June2077",1
"D-0989AlexGregg3June2078",1
"D-0989AlexGregg3June2079",1
"D-0989AlexGregg3June2080",1
"D-1574AdrianRodriguez3June2017",1
"D-1574AdrianRodriguez3June2021",1
"D-1574AdrianRodriguez3June2022",1
"D-1574AdrianRodriguez3June2023",1
"D-1574AdrianRodriguez3June2024",1
"DAOM 115437",1
"DAOM 140001",1
"DAOM 18139",1
"DAOM 19560",1
"DAOM 25883",1
"DAOM 27216",1
"DAOM 28197",1
"DAOM 43076",1
"DAOM 44311",1
"DAOM 45442",1
"DAOM 45484",1
"DAOM 46405",1
"DAOM 75212",1
"DBG, ARIZ",1
"D: Cokendolpher26Ap2016",1
"Demonstration material",1
"DES, ARIZ,",1
"DES, ARIZ, ASC, CANB",1
"DES, ARIZ, ASC, ID, NY, OS, UCR,",1
"DES, ARIZ, ASC, NA,",1
"DES, ARIZ, ASC, NA, MSC",1
"DES, ARIZ, ASC, NA, MSC, UMO, NY",1
"DES, ARIZ, ASC, NA, NO",1
"DES, ARIZ, ASC, NA, NO, UCR",1
"DES, ARIZ, ASC, NA, NY, MSC, UMO",1
"DES, ARIZ, ASC, NA, NY, UCR",1
"DES, ARIZ, ASC, NA, NY, UCR, BRY",1
"DES, ARIZ, ASC, NA, NY, UMO, MSC",1
"DES, ARIZ, ASC, NY",1
"DES, ARIZ, ASC, NY, CANB",1
"DES, ARIZ, ASC, UCR",1
"DES, ARIZ, TAES",1
"DES, ENCB, UTEP",1
"DES, GRCA, ASC, NY",1
"DES, HUEFS, NY, UTEP",1
"DES, MSC, NA, UMO",1
"DES, MSC, OSC, NY, UTEP",1
"DES, NMC, UTEP",1
"DES, NO, OSC, SD",1
"DES, RM",1
"Destroyed 10-29-97",1
"Destroyed 1/2006",1
"Destroyed 12/1982",1
"Destroyed 1/5/1974",1
"Destroyed 1-5-74",1
"Destroyed 1/74",1
"Destroyed 2/78",1
"Destroyed 4/16/2008",1
"Destroyed 4/73",1
"Destroyed 5/28/2008",1
"Destroyed 5/76",1
"Destroyed 7/1977",1
"Destroyed 8/14/1972",1
"Destroyed 8-14-74",1
"Destroyed 8/9/1996",1
"Destroyed 9/1993",1
"Destroyed (specimen moldy)",1
"DISCARDED",1
"Dra0",1
"Draw#0440",1
"Draw#0775",1
"drawer 819",1
"dried whole insect",1
"Dried whole insect",1
"dup at DUKE for AFTOL",1
"Duplicate at NYBG",1
"duplicate from CONN",1
"duplicates at BH, CONN, NEBC",1
"Duplicate sent to TROY",1
"e",1
"E,0",1
"E.B. Mains 5226",1
"EIU; duplicate at WVA",1
"E.J. Durand 1305",1
"ENCB, MSC, UTEP",1
"ENCB, NY, TEX, UTEP",1
"ENCB, OSC, NY, UCR, UTEP",1
"ENCB, OSC, UTEP",1
"E,O,D",1
"EPHR, CNP, ASC, NY, BRY, RM",1
"Ericameria",1
"established",1
"EXCHANGED?",1
"EXCHANGE to",1
"EXCHANGE to NSW",1
"Exchange to NY",1
"EXCHANGE to OSC",1
"EXCHANGE to RM",1
"Exchange to SRP",1
"Exchange to TRI",1
"EXCHANGE to UBC",1
"Exchange to UNLV",1
"EXCHANGE to USUUB",1
"Exchange to WTU",1
"exschange to WTU",1
"exxchange to WTU",1
"FALSE",1
"F, GH, MICH, MO, SP, US, UTEP",1
"FH 3953",1
"File as Thinopyrum",1
"File with Thinopyrum",1
"Fink Herbarium no. 10090",1
"Fink Herbarium no. 10099",1
"Fink Herbarium no. 14679",1
"FLAS 10163",1
"FLAS 16219",1
"FLAS 16476",1
"FLAS 17693",1
"FLAS 18611",1
"FLAS 19900",1
"Flora of Grand Canyon NP, North",1
"fluid preparationskeleton",1
"footprints collections",1
"freez,",1
"FSCA",1
"full specimen at BISH",1
"Gallery",1
"gallery collections",1
"GCNP, ASC, DES, ARIZ, RM, NY",1
"GCNP, ASC, DES, ARIZ, UTC",1
"GCNP, ASC, DES, BH",1
"GCNP, ASC, DES, BH, ARIZ, NY",1
"GCNP, ASC, DES, BRY, NY, RM",1
"GCNP, ASC, DES, BRY, NY, RM, UTC",1
"GCNP, ASC, DES, BRY, RM",1
"GCNP, ASC, DES, BRY, RM, NY",1
"GCNP, ASC, DES, DUKE",1
"GCNP, ASC, DES, NA",1
"GCNP, ASC, DES, NY, ARIZ, ASU",1
"GCNP, ASC, DES, NY, ARIZ, RM",1
"GCNP, ASC, DES, NY, BH",1
"GCNP, ASC, DES, NY, MO",1
"GCNP, ASC, DES, NY, OSC",1
"GCNP, ASC, DES, NY, RM, RSA, ARI",1
"GCNP, ASC, DES, NY, UTC",1
"GCNP, ASC,  DES, OSC",1
"GCNP, ASC, DES, RSA, NY",1
"GCNP, ASC, DES, UTC, ARIZ",1
"GCNP, ASC, NY",1
"GCNP, ASC, RM",1
"GCNP, ASC, RSA",1
"GCNP, DBG, ARIZ, ASU",1
"GCNP, DBG, expert",1
"GCNP, DBG, OSC",1
"GCNP, DBG, YC",1
"GCNP, DBG, YC, ARIZ",1
"GCNP, DES, ASC, MNA",1
"GCNP, DES, ASC, NYBG",1
"GCNP, DES, ASC, UTC",1
"GCNP only",1
"GCNRA, ASC, CNP",1
"GCNRA, BRY, ASC, Accession #0046",1
"GCNRA, BRY, ASC, NY, Accession #",1
"GCNRA, BRY, NY, ASC, Accession #",1
"GCNRA, SJC",1
"G. Haglund 417",1
"Gift to SCC-Liz Slauson",1
"GLCA 20270",1
"GLCA 20316",1
"GLCA 20324,  ASC 20635",1
"GLCA 20325,  ASC 20636",1
"GLCA 20326,  ASC 20637",1
"GLCA 20327,  ASC 20638",1
"GLCA 20328,  ASC 20639",1
"GLCA 20329,  ASC 20640",1
"GLCA 20330,  ASC 20641",1
"GLCA 20331,  ASC 20642",1
"GLCA 20332,  ASC 20643",1
"GLCA 20333,  ASC 20644",1
"GLCA 20335,  ASC 20646",1
"GLCA 20337,  ASC 20648",1
"GLCA 20339,  ASC 20650",1
"GLCA 20340,  ASC 20651",1
"GLCA 20341,  ASC 20652",1
"GLCA 20342,  ASC 20653",1
"GLCA 20343,  ASC 20654",1
"GLCA 20344,  ASC 20655",1
"GLCA 20345,  ASC 20656",1
"GLCA 20346,  ASC 20657",1
"GLCA 20347,  ASC 20658",1
"GLCA 20348,  ASC 20659",1
"GLCA 20349,  ASC 20660",1
"GLCA 20351,  ASC 20662",1
"GLCA 20352,  ASC 20663",1
"GLCA 20353,  ASC 20664",1
"GLCA 20354,  ASC 20665",1
"GLCA 20356,  ASC 20667",1
"GLCA 20357,  ASC 20668",1
"GLCA 20358,  ASC 20669",1
"GLCA 20359,  ASC 20670",1
"GLCA 20360,  ASC 20671",1
"GLCA 20361,  ASC 20672",1
"GLCA 20362,  ASC 20673",1
"GLCA 20363,  ASC 20674",1
"GLCA 20364,  ASC 20675",1
"GLCA 20365,  ASC 20676",1
"GLCA 20366,  ASC 20677",1
"GLCA 20367,  ASC 20678",1
"GLCA 20368,  ASC 20679",1
"GLCA 20369,  ASC 20680",1
"GLCA 20370,  ASC 20681",1
"GLCA 20371,  ASC 20682",1
"GLCA 20372,  ASC 20683",1
"GLCA 20373,  ASC 20684",1
"GLCA 20374,  ASC 20685",1
"GLCA 20375,  ASC 20686",1
"GLCA 20376,  ASC 20687",1
"GLCA 20377,  ASC 20688",1
"GLCA 20378,  ASC 20689",1
"GLCA 20379,  ASC 20690",1
"GLCA 20380,  ASC 20691",1
"GLCA 20381,  ASC 20692",1
"GLCA 20382,  ASC 20693",1
"GLCA 20383,  ASC 20694",1
"GLCA 20384,  ASC 20695",1
"GLCA 20385,  ASC 20696",1
"GLCA 20386,  ASC 20697",1
"GLCA 20387,  ASC 20698",1
"GLCA 20388,  ASC 20699",1
"GLCA 20389,  ASC 20700",1
"GLCA 20390,  ASC 20701",1
"GLCA 20391,  ASC 20702",1
"GLCA 20392,  ASC 20703",1
"GLCA 20393,  ASC 20704",1
"GLCA 20394,  ASC 20705",1
"GLCA 20395,  ASC 20706",1
"GLCA 20396,  ASC 20707",1
"GLCA 20397,  ASC 20708",1
"GLCA 20398,  ASC 20709",1
"GLCA 20399,  ASC 20710",1
"GLCA 20400,  ASC 20711",1
"GLCA 20402,  ASC 20713",1
"GLCA 20403,  ASC 20714",1
"GLCA 20404,  ASC 20715",1
"GLCA 20405,  ASC 20716",1
"GLCA 20406,  ASC 20717",1
"GLCA 20408,  ASC 20719",1
"GLCA 20409,  ASC 20720",1
"GLCA 20410,  ASC 20721",1
"GLCA 20411,  ASC 20722",1
"GLCA 20412,  ASC 20723",1
"GLCA 20413,  ASC 20724",1
"GLCA 20414,  ASC 20725",1
"GLCA 20415,  ASC 20726",1
"GLCA 20416,  ASC 20727",1
"GLCA 20417,  ASC 20728",1
"GLCA 20418,  ASC 20729",1
"GLCA 20419,  ASC 20730",1
"GLCA 20420,  ASC 20731",1
"GLCA 20422,  ASC 20733",1
"GLCA 20423,  ASC 20734",1
"GLCA 20424,  ASC 20735",1
"GLCA 20425,  ASC 20736",1
"GLCA 20426,  ASC 20737",1
"GLCA 20427,  ASC 20738",1
"GLCA 20430,  ASC 20741",1
"GLCA 20431,  ASC 20742",1
"GLCA 20432,  ASC 20743",1
"GLCA 20433,  ASC 20744",1
"GLCA 20435,  ASC 20746",1
"GLCA 20436,  ASC 20747",1
"GLCA 20437,  ASC 20748",1
"GLCA 20438,  ASC 20749",1
"GLCA 20439,  ASC 20750",1
"GLCA 20440,  ASC 20751",1
"GLCA 20441,  ASC 20752",1
"GLCA 20442,  ASC 20753",1
"GLCA 20443,  ASC 20754",1
"GLCA 20444,  ASC 20755",1
"GLCA 20445,  ASC 20756",1
"GLCA 20447,  ASC 20758",1
"GLCA 20448,  ASC 20759",1
"GLCA 20449,  ASC 20760",1
"GLCA 20450,  ASC 20761",1
"GLCA 20451,  ASC 20762",1
"GLCA 20453,  ASC 20764",1
"GLCA 20454,  ASC 20765",1
"GLCA 20455,  ASC 20766",1
"GLCA 20456,  ASC 20767",1
"GLCA 20457,  ASC 20768",1
"GLCA 20458,  ASC 20769",1
"GLCA 20459,  ASC 20770",1
"GLCA 20460,  ASC 20771",1
"GLCA 20461,  ASC 20772",1
"GLCA 20462,  ASC 20773",1
"GLCA 20464,  ASC 20775",1
"GLCA 20465,  ASC 20776",1
"GLCA 20466,  ASC 20777",1
"GLCA 20467,  ASC 20778",1
"GLCA 20468,  ASC 20779",1
"GLCA 20469,  ASC 20780",1
"GLCA 20470,  ASC 20781",1
"GLCA 20471,  ASC 20782",1
"GLCA 20472,  ASC 20783",1
"GLCA 20473,  ASC 20784",1
"GLCA 20474,  ASC 20785",1
"GLCA 20475,  ASC 20786",1
"GLCA 20476,  ASC 20787",1
"GLCA 20477,  ASC 20788",1
"GLCA 20478,  ASC 20789",1
"GLCA 20479,  ASC 20790",1
"GLCA 20480,  ASC 20791",1
"GLCA 20481,  ASC 20792",1
"GLCA 20482,  ASC 20793",1
"GLCA 20483,  ASC 20794",1
"GLCA 20484,  ASC 20795",1
"GLCA 20485,  ASC 20796",1
"GLCA 20486,  ASC 20797",1
"GLCA 20487,  ASC 20798",1
"GLCA 20488,  ASC 20799",1
"GLCA 20489,  ASC 20800",1
"GLCA 20490,  ASC 20801",1
"GLCA 20491,  ASC 20802",1
"GLCA 20492,  ASC 20803",1
