"(APC)",93
"(APC)(IC)",1
"(APC)(WO)",3
"(APC)O",1
"(DW)",5
"(FS)",83
"(FS)(IC)",1
"(FS)(IP)C",2
"(FS)C",93
"(FS)C(IW)",1
"(FS)C(WO)",8
"(FS)C[W]",7
"(FS)PC",7
"(FS)PC(WO)",1
"(FS)[W]",1
"(IC)",722
"(IC)(APC)",1
"(IC)(IP)",12
"(IC)(IP)(WO)",4
"(IC)(IW)",2
"(IC)(WO)",4
"(IC)O",2
"(IC)W",3
"(IC)[W]",1
"(ID)",2
"(IFS)PC",1
"(IMS)",6
"(IP)",234
"(IP)(APC)",1
"(IP)(IC)",56
"(IP)(IC)O",4
"(IP)(IW)(WO)O",1
"(IP)C",105
"(IP)C(MS)",1
"(IP)C(WO)",40
"(IP)C(WO)O",2
"(IP)CO",7
"(IS)",27
"(IS)C",11
"(IS)C(IW)",2
"(IS)PC",1
"(IS)PCO",1
"(ISW)",6
"(ISW)C",4
"(ISW)C[W]",1
"(IW)",115
"(IW)[W]",4
"(MS)",374
"(MS)(APC)",2
"(MS)(IP)",2
"(MS)(IP)C",3
"(MS)(IS)C",1
"(MS)(WO)",1
"(MS)C",134
"(MS)C[MS]",1
"(MS)PC",2
"(MSC)",56
"(SC)",82
"(SCW)",6
"(SW)",13
"(SW)C",41
"(SW)C(IW)",43
"(SW)C[W]",3
"(WO)",38
"*****",1
"0",1
"1 ALIZARIN",1
"1 IN ALIZARIN",5
"1 caud vert",1
"1 cerv vert",1
"1 cerv vert and frags",1
"1 cran, 1R cmc, 4 syn",6
"1 microslide",5
"1 piece eggshell",1
"1 piece eggshell, phal small bird",1
"1 syn",1
"1 synsacrum",14
"1 vert",1
"1 worn thoracic vert",1
"1 x SKULL & SPIRIT",1
"10 pedal phal of 1 foot",1
"10 phalanges",1
"10% Formalin",23
"10% Formalin?",1
"10% formalin",11
"100 Ethanol",3
"100% ETHANOL",3
"100% ETOH",29
"100% EtOH",33
"100% Ethanol",5450
"100% Ethanol ?",14
"100% Ethnol",1
"100% Formalin",7
"100% ethanol",350
"100% ethanol ?",21
"100% etoh",4
"100%ETOH",48
"100%ETOH?",2
"100%Ethanol",1
"11 cerv vert",1
"12 pt ribs",1
"1884),Zella beddomei (Petterd",1
"1L MII.1",1
"1L1pL2pR fem",1
"1L1sL tmt",1
"1L2pL tmt",1
"1R hum",2
"1R scap, 1R2L stern ends 1L hum end coracoid",1
"1R1pR fem",1
"1R1ptL MII.1",1
"1dL tt",1
"1dL1R tmt",1
"1dR2dL tt",1
"1pL1dL1pR ulna",1
"1pL1pR cor, 1pL tmt, 4pL2pR ulna, 1L scap, 1pR cmc, 1dL red, 1 ant stern, 1R ramus mand, 2 cerv vert",1
"1st vert synsacrum",1
"2",1
"2 EGGS",3
"2 IN ALIZARIN",1
"2 IN ALIZARIN ID not known",1
"2 MII.1",1
"2 and a pt vert",1
"2 caudal vert",1
"2 cerv vert",1
"2 fibula",1
"2 frags",1
"2 frags skull",1
"2 mand tips",1
"2 manus phal",1
"2 metatarsal",1
"2 microslides",2
"2 pedal phal",1
"2 pt L cor",1
"2 pt fibulae",1
"2 pt thor vert",1
"2 pts R hum",1
"2 pts cranium",1
"2 removed for clearing/staining (1172CS)",1
"2 rib, 1 vert frag",1
"2 spec removed for clearing/staining",1
"2 ungual phal",1
"2 unguals",3
"2% formalin, roots included",4
"2L fused radius+ulna+carpometacarpus",1
"2L4R hum ends, 2L2R sternal ends coracoids",1
"2XCLEARED/STAINED",1
"2d tmt",1
"2d tt",1
"2dL1dR hum",1
"2pL1dR cmc",1
"2pL1dR tmt",1
"3 EGGS",1
"3 caudal vert",1
"3 cran,2R hum, 2R1L cmc,2 pt stern, 3 synsacra, 1L tib, 1L tmt",15
"3 fragments",1
"3 frags pelvis",1
"3 frags sternum",1
"3 frags vert",2
"3 microslides",3
"3 pedal phal, 1 metatarsal",1
"3 phalanges",1
"3 pt ribs",1
"3 sL tib (A-C)",1
"3 sternal frags",1
"3 unguals",2
"3 vertebrae",1
"3R cmc, 2pL 1dL tmt, 1 dL tib",1
"3d cmc",1
"3dL1pL1pR1sL ulna",1
"4 EGGS",1
"4 IN ALIZARIN",1
"4 X METAMORPHS",1
"4 caudal vert",1
"4 frags vert",2
"4 hyoid bones",1
"4 pel frags, 1 sternal frag",1
"4 phal (II.1, II or IV ungual, II.1, IV.2)",1
"4L stern ends 2R hum ends coracoids",1
"4th cerv vert",1
"4th thoracic vert",1
"5 IN ALIZARIN",1
"5 pedal phal",1
"5 phalanges, 2 frags d tmt",1
"5 unguals",1
"5% Formalin",1
"50 % alcohol  10 % lactic acid",2
"50% Iso",1
"55% ISO",16
"55% iso",1
"6 IN ALIZARIN ID not known",1
"6 pedal phal",1
"6 phalanges",1
"6 pt vert, 2 syn frags",1
"6 rib frags",1
"60% Propanol",2105
"60% alcohol",1
"7 microslides",1
"70% ACETONE",1
"70% ETHANOL",185
"70% ETHANOL/ 2 1/2 GALLON JAR",1
"70% ETHANOL/ SMALL JAR",3
"70% ETOH",78
"70% Ethanol",1219
"70% Ethanol&100% Ethanol",1
"70% Ethanol/100% Ethanol",71
"70% Ethanol?",5
"70% alcohol",56
"70% alcohol + 10% glycerol",1
"70% and 100% Ethanol",15
"70% ethanol",12
"70%/100% Ethanol",53
"70%/100% ethanol",1
"75 % Ethanol",6
"75% ETHANOL",6
"75% ETHANOL?",1
"75% ETHYL",402
"75% ETOH",543
"75% Ethanol",12480
"75% Ethanol/ 100% Ethanol",11
"75% Special Alchol",3
"75% Special Alcohol",140
"75% Special Alcohol (Methanol/Ethanol)",19
"75% ethanol",1682
"75% ethanol; 100% ethanol for DNA",3
"75% ethanol?",4
"75% special methanol",28
"75%Ethanol",1
"75/100% Ethanol",1
"8 microslides",1
"8 unguals",1
"8 vert, 2 phal",1
"80% Ethanol",954
"80% alcohol",355
"80% alcohol & BAAE",1
"80% ethanol",479
"9 cranial fragments",1
"9 rib frags, 1 scapulocoracoid",1
"90% Ethanol",2
"90% alcohol",1
"95% ETHANOL/ SMALL JAR",1
"95% Ethanol",36
"95% ethanol",1
"96% Ethanol/RNA Later",2
