island,reps
Damariscove,1
Damba,14
Damba Island,5
Damer Island,1
Dammai Island (Dammi Island),9
Dammar,14
Dammer Island,2
Dampier Archipelago,1
Dampier Island,2
Danajon,2
Danco Island,6
Dandu Island,3
Dangar Besar,1
Danger Island,30
Dangerous Reef,2
Danisavo [Hanesavo],3
Danjo Islands,12
Danjo Islands Mesima Island,1
Danjo-Islads,2
Danjo-gunto Is.,1
Danjogun Isls.,4
Danjugan Id.,33
Danles Island,2
Danskøya,1
Danzante,10
Danzante Id.,94
Danzante Island,13
Dao Phu-quoc Island,1
Daphne,1
Daphne Id.,69
Daphne Is.,3
Daphne Island,2
Daphne Major,15
Daphne Mayor,3
"Dapur, Pulau",1
Darby,8
Darby Island,1
Darigayos,3
Darjeeling,2
Darnley,1
Darnley Island,29
Darros Island,24
Darsena Island,3
Daru,4
Daru Id.,562
Daru Island,78
Darwin,119
Darwin I.,53
Darwin Id.,10
Darwin Island (Culpepper),6
Das Island,7
Dassen,10
Dassen Island,16
Dauphin,3
Dauphin Island,173
Davao,10
David Island,1
David island,3
Davidof Island,3
Davis,3
Davis Island,9
Davis Strait,1
Dawson Island,4
Dayang Bunting,2
De Horsey,1
De Kennemerduinen,3
De Lier,1
Dead Island,1
Dead Man's Island,1
Deadman's,43
Deadman's Island,67
Deal,2
Deal Island,6
Debbidue Island,1
Debenham Island,2
Decatur I.,1
Decatur Island,23
Deception,15
Deception Id,3
Deception Island,218
"Deception Island, 15 mi ESE",6
Deception [Washington],1
Deelen,3
Deer,15
Deer Island,130
Deer Isle,135
Degrero Island,1
Deikokujima Island,1
Dekehnman Id.,2
Del Rey Id.,2
Delemmi,108
Delft,1
"Deli, Pulau",2
Deliverance (Warul Kawa Indigenous Protected Area),1
Delos,8
Delos Id.,2
Delta Island,1
Denis,14
Denis Island,10
Denman Island,10
Denmark,4
Dennis Island,1
Depot,1
Depot Island,1
Depuch Island,4
Depuch Island (Warmalana),1
Deraeocoris,2
Deraeocoris(Deraeocoris)ruber,1
Deraeocoris(Knightocapsus)lutescens,1
Derawan,8
Derawan Island,5
Derom Island,1
Desecheo,29
Desecheo I.,47
Desecheo Island,53
Deserta,2
Deserta Grande,30
Deserta Grande Island,1
Desertas,6
Desertas Islands,10
Deserto,1
Desertora Islet,1
Desirade Id.,1
Desnoeufs Island,12
Desnoevfs,1
Desolation Id,1
Despair Island,1
Desroches,42
Desroches Atoll,6
Desroches Island,29
Destacado Island,58
Destruction,71
Destruction Island,28
Destruction Island.,18
Devil's Foot Island,9
Devil`s Foot,3
Devils Island,4
Devon,67
Devon Island,287
Devonshire,1
Dewakang Ketjil,1
Dewees,3
Dewees Island,4
Dewey Island,4
Dhaalu Atoll,1
Dhivehi Raajje,22
Dhodhekánisos,16
Dhokos Id.,1
Dhoonidhoo,80
Dhílos,1
Diabole island,1
Diamond Island,21
Diana Island,18
Dibatuc Island,78
Didipala Island,30
Diego Garcia,1180
Diego Garcia Atoll,1100
Diego Garcia Island,148
Diego Island,11
Diego_Garcia,435
Difnein,117
Dimipac Island,88
Dinagat,45
Dinagat I.,1024
Dinagat Id.,5
Dinagat Island,452
Dinner Key,6
Dinsmore Island,2
Diomede Is.,2
Diomede Island,5
Dionisio Island,5
Dipolog Island,1
Direction Island,5
Dirk Hartog Id.,1
Dirk Hartog Island,7
Disc Island,22
Disco Island,3
Discovery,2
Disk Island,8
Disko,323
Disko Island,26
Dissei,3
Diutay Id.,49
Dixon Island,1
Djailolo,1
Djamna,2
Djampea,13
Djaul Island,12
Djerba,54
Djerba Island,10
Djibouti,60
Dmasech Id.,157
Doame Island,27
Dobli Island,1
Dobo,1
Dobo eil. Singkep,1
Dobu Island,6
Doc Can Island,37
Doctor Island,3
Dodepo Island,82
Dodge Island,3
Dodo Id.,1
Dodo Islet,1
Dog Island,277
Dog Key,1
Dogashima,1
Dogo Id.,1
Dogo Island,24
Dogwood Key [St. Jean],1
Dolgoi Island,19
Dolphin Id.,10
Dolwe,1
Domburg-Westkapelle,4
Dominica,8440
Dominica I.,208
Dominica Id.,517
Dominica Island,5
Dominican Republic,1
Domwe,1
Domwe Island,6
Don Martin Island,1
Donauinsel,2
Dondonay Id.,15
Donegal Bay,1
Donggala,2
Doreh,3
Dorey,2
Doris Island,1
Dorre Id.,3
Double,1
Doubtfull Island,1
Douglas,21
Douglas Cay,457
Douglas Cays,89
Douglas Island,138
Douglass Island,1
Doumer Island,104
Dove Island,1
"Dover, Strait of",1
Doworra Island,81
Doyle,9
Doyle Island,1
Drake's Bay,1
Drake's Island,3
Drakes Island,5
Dravuni,222
Dravuni I.,1
Dravuni Island,1
Dravuni [Draguni],4
Dream Island,3
Drenthe,124
Driftwood Island,1
Druadrua Id.,1
Drummond,47
Drummond Island,191
Dry Tortugas,167
Du Queah Riv.,5
Du-Ana Id.,10
Duadtinan Island,1
Dublon,76
Dublon (formerly Natsushima),1
Dublon Island,2
Dublon [Natsushima],1
Duchess Islet,6
Ducie,5
Ducie Atoll,150
Ducie Island,14
Duck,77
Duck Cay,4
Duck Island,5
Duck Key,2
Dudley Id.,9
Dudune Island,4
Duff Islands,4
Duff Reef,156
Dufferin,4
Dufferin Island,1
Dufferin Islands,5
Dugi Otok,1
Dugumenu Island,1
Duiveland,1
Duizend Eilanden,4
"Duizend Eilanden, Eil. Dapoer",1
Duke Island,334
Duke Of York Island,5
Duke of York,21
Duke of York Id.,1
Duke of York Isl,2
"Duke of York Isl, Mioko",1
Duke of York Isl.,7
Duke of York Island,52
Duke of York Islands,10
"Duke of York Isls., Credener Isl.",1
Duke of york Island,1
Dumaguete,1
Dumaran,7
Dumaran Island,56
Dumsuk Island,3
Duncan,7
Duncan Id.,9
Duncan Island,3
Duncan Island (Pinzon),4
Dundee Island,142
Dunedin,65
Dunganab Bay,1
Dunham,1
Dunk,2
Dunk Island,31
Dunnyneil Island,2
Duqm,11
Durban,2
Durian Besar,2
Dursey Island,12
Dustin Island,22
Dutch Island,1
Dutch New Guinea,1
Duval Id.,2
Dvije Sestrice,7
Dwars In De Weg,6
Dwingelo,3
Dyaul,4
Dyer Island,4
Dyer's,1
Délos,1
Désirade I.,7
Dílos,1
Dārjiling,4
E of Juan de Nova Island,6
E off Kri Island,6
E. Christmas Island,1
E. Madagascar,13
"E. New Guinea, Fergusson Isl.",1
"E.C. of Halmahera, Isl. Mear",1
EAST IS,11
EASTER ISLAND,1
ES,73573
ESCUDO IS,1
ESPIRITU SANTO,33
ESulawesi Is.,1
Eagle,5
Eagle Bay Island,1
Eagle Id.,3
Eagle Island,268
Eagle island,4
East,4
East Aijima Island,1
East Amatuli,98
East Anacapa Id.,27
East Anacapa Island,29
East Bimini,36
East Brother Island,9
East Caicos,7
East Cay,47
East Celebes,1
East China Sea,2
East Chugach Island,1
East Copper,12
East Cracroft Island,9
East Falkland,364
East Falkland Id,1
East Falkland Island,40
East Fayu Id.,4
East Fire Island,1
East Island,122
East Key,18
East Las Galeras Id.,3
East Leyte,6
East Moncaeur Island,1
East Moncoeur Island,53
East Moucaeur Island,1
East Nalaut Island,67
East Outer Island,1
East Plana Cay,3
East Rockland Key,1
East San Benito Id.,78
East San Benito Island,47
East Sand,225
East Sand Island,29
East Santo Island,3
East Tagelib Id.,1
East Timbalier,2
East Timor,3
East Tropical Oceania,14
East Twin Cay,33
East Ulong Id.,12
East Ulva Island,1
East Vernon Island,59
East Wolf Island,1
East-Java,1
Easter,4
Easter I.,35
Easter Id.,20
Easter Island,1105
Easter Island (=Isla de Pascua),206
Easter Island.,1
Easter Key,1
Eastern,2
Eastern Cape,2
Eastern Caroline Isls.,1
Eastern Dry Rocks,1
Eastern Egg Rock,1
Eastern Id.,66
Eastern Indian Ocean,2
Eastern Island,92
Eastern Isles,6
Eastern Reefs,1
Eau?,1
Eauripik Atoll,54
Ebeye,38
Ebisu-jima,15
Ebisujima,26
Ebon Atoll,256
Ebon Island,6
Eboshi-shima,5
Echo Island,14
Eckernförde,2
Eckero,1
Eclipse Island,2
Ecuador,1
Edam,7
Edam Island,2
Edam Island (= Damar-besar),1
Edateku Island,6
Edateku-shima,1
Eday,1
Eddings Island,1
Eddystone,4
Eddystone Island,1
Eden I.,20
Eden Id.,9
Edgeöya,103
Edgeøya,42
Edisto,10
Edisto Island,2
Edwards Island,1
Eel Pie Island,1
Eernewoude,1
Efate,1105
Efate Id.,182
Efate Island,390
Efate island,5
Efaté,2
Effingham Island,1
Egg,4
Egg & Sedanka Islands,35
Egg Island,78
Egilsay,6
Eglinton Island,1
Egmont,6
Egmont Islands,3
Egmont Key,18
Egum Atoll,16
Egum Island,1
Egypt (Red Sea),7
Eiao,447
Eiao I.,2
Eiao Island,12
Eiau,2
Eiau I. (Eiao),4
Eider Island,7
Eigg,15
Eil Malk,1
Eil Malk I.,37
Eil Malk Island,70
Eil. Andros,1
Eil. Babber,1
Eil. Bakoeloeang,1
Eil. Bonaire,1
Eil. Damar,1
Eil. Enggano,4
Eil. Goeang bij Saleyer,1
Eil. Kangean,5
"Eil. Knais, Tunis",2
Eil. Noordwachter,3
Eil. Nou,1
Eil. Réunion,6
"Eil. Schouwen, Zeeland",4
Eil. Wakaia,1
Eil. i.d. S. Mandai,1
Eil. v. Dordrecht,1
Eil. van Dordrecht,1
Eiland,1
Eiland Adonara,1
Eiland Alor,1
Eiland Amsterdam,5
Eiland Andros,1
Eiland Auguste,1
Eiland Bawean,73
Eiland Berhala,1
Eiland Biak,3
Eiland Camati,1
Eiland Dessi,1
Eiland Edam,40
Eiland Enggano,13
Eiland Fani-kili bij Nossi-Bé,1
Eiland Gasparee,1
Eiland Haarlem,2
Eiland Hoorn,6
Eiland Juidat,1
Eiland Kangean,7
Eiland Kelang,3
Eiland Ketchell,1
Eiland Kiusiu,1
Eiland Lehaga,2
Eiland Leiden,8
Eiland Malengi [Pulau Malenge],2
Eiland Mantehage,3
Eiland Middelburg,2
Eiland Monos,3
Eiland Nias,31
Eiland Ninofa [Niuafo'ou],1
Eiland Noordwachter,1
Eiland Noordwachter bij Java,4
Eiland Onrust,2
Eiland Ouanpami,1
Eiland Pecan,2
Eiland Raou,2
Eiland Roti,1
Eiland Serrebé,1
Eiland Siladen,1
"Eiland Talisse, N. v. Likoepang",1
Eiland Wasta,1
Eiland Weim,2
Eiland aan de Westkust,2
Eiland ten Oosten van Madoera,2
Eilat,318
Eileach an Naoimh,1
Eilean Annraidh,1
Eilean Shona,10
Eilean Siar,124
Eilean a' Chalmain,3
Eimeo [Aimeho = Moorea],1
Eitwid Island,1
Eivissa,250
Ekaleu,5
Ekero,3
Ekewern,2
Ekkerö,20
El Callo,7
El Capitan Island,43
El Hamira,49
El Hibek,1
El Hierro,77
El Hierro Island,2
El Muerto Id.,35
El Toro Island,2
El Varadero,2
Elafonisi,1
Elafonisos,1
Elafónisi,1
Elba,110
Elba Island,13
"Elba, Isola d'",27
Elbow Cay,65
Elbow Id.,1
Eleanor,2
Eleanor Island,43
Elephant,1
Elephant Island,172
Elephanta Island,1
Eleurthera,1
Eleuthera,356
Eleuthera I.,6
Eleuthera Id.,11
Eleuthera Island,299
Eli Kanibu,1
Eliza,27
Elizabeth Is.,2
Elizabeth Island,24
Elizabeth Islands,21
Elk Island,2
Ella,6
Ellef Ringnes Island,33
Ellesmere,333
Ellesmere Is.,1
Ellesmere Island,524
Ellice Island,3
Ellidaey Island,9
Elliott,2
Elliott Key,3
Elliott Key (Elliot's Cay),1
Elliott Key (Elliotts Key),1
Elliott's Key,4
Elliotts Key,2
Eloaua Island,82
Elona Island,1
Elrington,1
Elrington Island,45
Elsie Island,1
Eluthera I.,2
Elvira,1
Emae,294
Emae Island,1
Emao Id.,39
Embudu,30
Emerald Isle,3
Emira Island,338
Emirau,14
Emirau I.,3
Emirau Island,187
Ena Island,1
Encantada,20
Encounter Bay,13
Endeavour Reef,2
Enderbury,46
Enderbury Atoll,3
Enderbury I.,8
Enderbury Island,266
Enderbury Islands,6
Enderby Id.,32
Enderby Island,17
Ene,1
Enekep Id.,1
Enewetak Atoll,6354
Enewetak Atoll [Eniwetok Atoll],1
Enewetak [Eniwetok] Atoll,500
Enewetok Atoll,16
Engano,98
Engano eiland,5
"Engeland, Isle of Wight",1
Engelsmanplaat,3
Enggano,55
Enggano I.,6
Enggano Island,16
"Enggano, Pulau",8
Engineer Island,2
England,1
English Channel,1
Eniaetok Island,1
Eninman Id.,5
Eniwetok Atoll,675
Eniwetok Id.,4
Eniwetok Island,17
Eniwetok island,8
Enkhuizen Island,1
Eno-shima,17
Enoe,27
Enoshima,67
Enoshima (Enosima),1
Enoshima (Enosina),1
Enoshima (Yenoshima),6
Enoshima Isl.,1
Enoshima Island,27
Ensay,4
Enshu Nada,3
Enshu Nada -180m,1
Entebir,1
Entebir Island,2
Entedebir,3
Entedebir Island,20
Entonse,8
Entry Island,3
Enu Island,1
Enybarbar Island,4
Enyu Island,7
Enyvertok Island,4
Eoet I.,1
Eor Id.,6
Epi,585
Epi Island,2
Epsilon Island,9
Epwelkapw,10
Erakor Island,52
Erakor lsland,1
Erapuotsu Island,2
Erie,1
Erie Co.,28
Erikub Atoll,34
Erikub [Erikup] Atoll,1
Erith Island,1
Eritrea,4
Eromanga,2
Errol,10
Erromanga,1
Erromanga I.,4
Erromango,1114
Erromango Island,23
Erromango [Eromanga],58
Erskine Island,1
Esali,1
Escarpada Island,23
Escobas,12
Escudo de Veraguas,605
Eskimo Island,1
Eskon,1
Espanola,28
Espanola Id.,475
Espanola Island,116
Españiola [Hood],2
Española,114
Española I.,320
Española [Hood],218
Espenqui Key,1
Esperitu Island,1
Esperitu Santo,16
Espevar,85
Espirito Island,1
Espirito Santo,16
Espirito Santo Island,5
Espiritu Santo,1017
Espiritu Santo I.,13
Espiritu Santo Id.,416
Espiritu Santo Is.,25
Espiritu Santo Island,76
Espiritu Santo [Santo],1
Espiritu Santo island,1
"Espiritu Santo, I. del",15
Espirtu Santo,21
Espírito Santo,1
Espíritu Santo,57
Espíritu Santo I.,113
Espíritu Santo Island,2
"Espíritu Santo, Isla",2
Esquibel Island,2
Esquimaux Island,2
Esquimo Island,3
Essex Co.,1
Ester eiland of Easter Island,1
Estero,44
Estero Island,9
Estevan Group,5
Esther,1
Esther Island,22
Eta Island,2
Etal,3
Etal Atoll,28
Eten,1
Etolin,9
Etolin Island,415
Etomo-ebisu,1
Etorofu,1
Etorofu Isl.,2
Etorofu Island,2
Etorofu-tou,13
Etroff Island,3
Etrofu,1
Etten,2
Etten Islet,1
Etthen Island,1
Eua,231
Eua I.,9
Eua Iki Island,7
Eua Island,306
Euakafa Id.,4
Euboea,85
Euboea I.,12
Euboea Island,17
Eubée,2
Euidelchol Id.,38
Euoxycarenus,1
Europa,1
Europa Island,40
Eurymeloe,1
Evans,3
Evans (Bishop Rock),2
Evans Island,112
Evia,2
Ewing Island,1
Ewitolk and Parry islands,10
Expedition Island,3
Exuma,626
Exuma Cay,3
Exuma Cays,60
Exuma Chain,70
Exuma I.,2
Exuma Island,394
Exumas,3
Eystoroy,1
Eysturoy,44
Eysturoy Island,1
FLores,1
FORRESTER'S IS,8
FOX IS,4
FOX ISLAND,4
Faadhippolhu Atoll,10
Faafu Atoll,33
Faafu_Atoll,46
Faaite,8
Facing,2
Fadiouth,2
Faeroe Isl.,1
"Faeroe Isl.,",1
Faeroer Islands,8
Faeroer islands,1
Fafa Island,10
Fagauak,14
Fahaheel,2
Fahal Island,19
Faial,275715
Faial (Fayal),3
Faial Id,13
Faial Island,142
Failaka,1
Faioa,2
Fair,1
Fair Island,1
Fair Isle,74
Fairbanks North Star Co.,1
Fairfax Island,12
Fairfax [Queensland],2
Fairfield Island,1
Fairmount Island,17
Fairway Island,1
Fais,101
Fais I.,18
Fais Id.,27
Fais Island,39
Faisi Island,4
Fakahina,15
Fakahina Atoll,1
Fakaofo,22
Fakaofo Atoll,151
Fakarava,36
Fakarava Atoll,27
Fakarava Island,1
Fakavara,1
Fakfak Div.,542
Falalu,1
Falarik Id.,66
Falas,176
Falasit Islet,1
Falconera Island,1
Faleocisz Islet,2
Falkland Island,42
Falkland Islands,138
Falkland Islands/Malouines,2
Falkland eilanden,18
Falkland island,7
Falklands,1
Falkner,6
Falkner Island (Faulkner's I.),5
Fall Island,2
Falos Islet,7
Fals,1
Falshiviy,13
Falster,50
Fana,135
Fana I.,1
Fana-Moch I.,6
Fanadir Island,16
Fanakuk,3
Fanan Id.,2
Fananoon Id.,6
Fangatau,18
Fangataufa,29
Fanna,180
Fanna Id.,5
Fanners Key,1
Fanning,5
Fanning (=Tabuaeran),435
Fanning Island,726
Fano,42
Fantasy Id.,28
Fantome Island,9
Fanuatapu,7
Fanurmot Islet,4
Fanø,1
Faon Island,22
Fara'un Island,8
Farallon,23
Farallon de Medinilla,46
Farallon de Medinilla Island,3
Farallon de Pajaros,7669
Faras?n Al Kabir,2
Farasan_Island,21
Faraulap Atoll,46
Faraulep Atoll,43
Faraulep [Faraulap] Atoll,1
Faraum Island,1
Farm Island,113
Farmers Cay,9
"Farmington R., Mount Olive",2
Farnallones Island,1
Farne Island,2
Faro Island,12
Faroe Is.,1
Faroer Island,1
Farquhar,14
Farquhar Atoll,94
Farquhar Group,4
Farquhar I.,9
Farrant Island,6
Farur Island,1
Farö,1
Farø,1
Fassarai Id.,1
Fasta Åland,1
Fatemi sisal estate,1
Fatikat Id.,5
Fatou Hiva Is.,2
Fatu,1
Fatu  Hiva,1
Fatu Hiva,2893
Fatu Hiva I,2
Fatu Hiva I.,10
Fatu Hiva Id.,3
Fatu Hiva Island,42
Fatu Huku,49
Fatu Huku I.,2
Fatu Huku Island,3
Fatu hiva,3
Fatuhiva,314
Fatuhuka Island,2
Fatutaka,1
Fauro,9
Fauro Island,40
Favignana,1
Fayal,45
Fayal Island,66
Fayu Island,2
Fefan,205
Fefan I.,2
Fefan Id.,1
Fefan [Fefen],27
Fehmarn,3
Fehmarn Belt,1
Fehmarn I.,1
Feinif Id.,1
Felicite,1
Felicite Isl.,1
Felicite Island,2
Felidhoo Atoll,5
Felidhu Atoll,7
Fenelon Island,1
Fenepi Id.,5
Feni Island,44
Fenua Ura Island,1
Fenualoa Island,83
Fenwick,1
Fera Island,18
Ferguson,2
Ferguson Island,2
Ferguson eiland,2
Fergusson,83
Fergusson Eil,2
"Fergusson Eil., d'Entrecasteaux",1
Fergusson I.,6
Fergusson Isl.,4
"Fergusson Isl., d'Entrecasteaux Isl.",1
Fergusson Island,787
Fergusson Island.,2
Fergusson and Goodenough Islands,1
Fern,1
Fern Id.,7
Fernandina,156
Fernandina (Narborough) Island,3
Fernandina I.,221
Fernandina Id.,269
Fernandina Island,198
Fernandina [Narborough],254
Fernandina island,1
"Fernandina, Isla",4
Fernando Noronha Island,1
Fernando Po,3
Fernando Po Island,2
Fernando Poo,1
Fernando Pó,9
Fernando de Noronha,42
Fernando de Noronha Island,6
Ferro,5
Fesdu,29
Fesdu Island,10
Fetlar Island,1
Fidalgo,12
Fidalgo Island,23
Fiddler Cay,11
Fiddler's Cay,2
Fidji,2
Fidji Eil.,2
Fidji Isl.,2
Fiesta Key,1
Fife,1
Fighting,4
Figure Eight Island,2
Fiji,56
Fiji Group,43
Fiji Ids,41
Fiji Isl.,1
Fiji Islands,182
Fijord,24
Fila,2
Filadu,3
Filfla,3
Filicudi,1
Filladhoo,142
Finlayson,2
Fionie,1
Fir,19
Fire Island,25
Fiscal Island,1
Fish Cay,1
Fish Island,6
Fish Pole Island,2
Fisher Island,2
Fisherman,1
Fisherman Cay,9
Fisherman Cay [Fisherman's Cay],93
Fisherman Island,1
Fisherman Islet,10
Fisherman Lake,4
Fisherman's Cay,165
Fisherman's Island,1
Fisherman's Key,1
Fishermans,3
Fishermans Key,1
Fishers,2
Fishers Island,15
Fishes Island,2
Fishing Island,1
Fisi (?),1
Fitzroy Island,9
Fitzwilliam Island,15
Five Fingers Id.,1
Fladda,2
Flake,16
Flakkee,1
Flamenco I.,1
Flamingo Cay,1
Flannan Island,6
Flat,2
Flat Island,36
Flatey,3
Flattop,6
Flattop Island,14
Flaxman,6
Flaxman Island,5
Fleming Island,38
Flinder's Island,1
Flinders Island,25
Flint Island,58
Floerana Island,1
Flood Island,7
Floreana,319
Floreana (=Charles Island),4
Floreana I.,4
Floreana Id.,628
Floreana Island,101
Floreana Island (Charles Island),23
"Floreana [Charles, Santa Maria]",672
"Floreana [Charles, Santa Maria],",2
Florence Island,1
Flores,150877
Flores Eiland,505
Flores I.,28
Flores Is.,3
Flores Island,409
Flores Sea,5
"Flores, Laut",10
"Flores, Selat",6
"Flores, West",1
Flores?,1
Florida,32
Florida Cays,212
Florida Group,1
Florida Island,356
Florida Islands,138
Florida Keys,34
Flotta,171
Flour Bluff Island,1
Flower,7
Flowerpot Island,2
Flowery Islet,2
Flynn Reef,2
Foa,12
Foa Island,21
Foengoe Eiland,3
Foengoe Island,6
Foetoeroega,4
Fog Island,38
Foggia,1
Foglo,2
Fogo,85
Fogo Id.,2
Fogo Island,100
Fohr,2
Foilifuka Island,5
Fokida,1
Folly,1
Folly Island,1
Fondeado,1
Fonoruk Id.,1
Fonou Id.,1
Footman Island,1
Forest Island,1
Forits humidus du Cap,1
Forked Island,1
Formentera,432
Formentera Id.,3
Formiche di Grosseto,10
Formigas Islets,4
Formosa,746
Formosa [Taiwan],4
Formose,4
Forrester,45
Forrester Id.,25
Forrester Island,465
Forsan Id.,1
Fort Denison,2
Fort George,14
Fort George Cay,12
Fort George Island,77
Fortuna Island,1
Fortune I.,13
Fortune Island,18
Foster,1
Foster Island,1
Fotuna Island,1
Foula,16
Foula I.,2
Foula Island,3
Foula Isle,1
Fouquet Island,3
Four Mountain Island,1
Fourchue,19
Fourchue I.,1
Foveaux Strait,3
Fowler Island,1
Fox Id.,20
Fox Island,24
Fox Islands,1
Foynes Island,5
France,2
Frank Island,40
Frank's Cay,1
Frankfort,3
Frankfurt,2
Frankland,1
Franklin Island,26
Franz Tamayo,1
Fraser,36
Fraser Island,5
Frazer Hog Cay,2
Frazer Island,1
Frazier,1
Frazier's Hog Cay,4
Frederick,38
Frederick Island,3
Fregate Island,3
French Frigate,38063
French Frigate Shoals,1716
French Guyana,2
French House,1
French Island,2
French West Indies,14
French_Frigate_Shoals,36
Friday Harbor,1
Friday Island,16
Friesland,6
Frigate Id.,8
Frigate Island,186
Frigate Islands,1
Fripp,3
Friwin Island,2
Frozen Cay,7
Fryes Island,3
Frégate,3
Fuday,1
Fuertaventura,4
Fuerteventura,197
Fuerteventura Id,9
Fuerteventura Island,1
Fuerventura,2
Fuga,1
Fuga I.,260
Fuga Island,8
Fukave Id.,45
Fukue,9
Fukue Isl.,1
Fukue-jima,39
"Fukue-jima, Goto Isls.",1
Fukuejima Isl.,27
Fukuyoshi Bay,1
Fulaga,197
Fulaga Island,3
Fulaga [Fulanga],31
Fulanga,3
Fulaz Island,1
Fumi-shima,8
Funadu,11
Funafuti,40
Funafuti Atoll,18
Funafuti Island,3
Funaire,1
Funairi-jima,5
Funchal,4
Fundo,3
Fundo Island,7
Funen,5
Funidu Island,2
Funk,3
Funk Island,10
Funzi Island,3
Fur,2
Furgusson Island,1
Furtado,2
Furugel'ma Island,1
Futago,4
Futago-jima,12
Futamata-jima,7
Futaoi-jima,3
Futaoijima Island,2
Futuna,434
Futuna I.,7
Futuna Island,385
Fyen Island,1
Fyn,9
Fyn Island,1
Fyn Island (Fionensis),1
Färoer,1
Färöarna,25
Fårö,2
Félicité Eiland,1
Föhr,6
Föhr Island,12
Føroyar,21
GREENLAND,11
GUADALCANAL,1
GUADALCANAL IS.,1
GUADELOUPE,18605
Gable Island,1
Gabo Island,4
Gabriel Island,6
Gabriola Island,207
"Gabès, Golfe de",2
Gaferut Island,2
Gag,3
"Gag, Pulau",15
Gagarin Island,14
Gage Island,1
Gagi,8
Gagie,14
Gagil Tamil,2
Gagil Tamil Id.,2
Gagil Tamil [Gagil-Tomil],30
Gagil-Tamil,11
Gagil-Tomil,88
Gaibú,1
Galang Id.,1
Galang Island,5
Galapagos,18
Galapagos Archipelago; Baltra Island; Seymour Island,1
Galapagos Archipelago; Isla Santa Cruz,1
Galapagos Is,7
Galapagos Islands,27
Galapagos Isls.,1
"Galapagos eilanden, Charles Island",1
"Galapagos, Abingdon Isl.",5
"Galapagos, Albemarle Id.",1
"Galapagos, Barrington Isl.",2
"Galapagos, Bindloc Isl.",2
"Galapagos, Bindloe Isl.",2
"Galapagos, Charles Isl.",3
"Galapagos, Chatham Id.",4
"Galapagos, Chatham Isl.",7
"Galapagos, Duncan Isl.",3
"Galapagos, Gardner Id.",1
"Galapagos, Hood Isl.",5
"Galapagos, Indefactigable Island",1
"Galapagos, Islas.",3
"Galapagos, James Isl.",5
"Galapagos, Narborough Isl.",1
"Galapagos, Servis Isl.",3
"Galapagos, Tower Isl.",6
"Galapagos, Wenman Isl.",2
Galela,2
Galeta,1
Galeta Island,1539
Galiano,5
Galiano Island,13
Galig Island,1
Galindez,2
Galindez Island,1
Galita Island,2
Gallina Id.,1
Gallito Island,1
Gallos,1
Gallos Island,1
Galloupes Island,1
Gallus Island,6
Galoa,3
Galoa [Ngaloa],1
Galoc Island,62
Galvaney Island,55
Galveston Island,102
Galápagos Islands,1
Gamaquin,2
Gambier,55
Gambier Is.,1
Gambier Island,2
Gambier Islands,12
Gambier et Tuamotu,1
Gamma Island,162
Gan,88
Gan Island,3
Gan Islet,4
Gangga,8
Gannet,2
Gannet Island,22
Gannet Islands,2
Gannet Rock Island,7
Ganonga,1
Garakayo,18
Garakayo Island,10
Garaland,1
Garayamo I.,90
Garden,15
Garden Cay,1
Garden Island,52
Garden Island and Rottnest Island,9
Garden Key,259
Gardener Island,21
Gardiner's Island,93
Gardiners,5
Gardiners Island,9
Gardiners Island (Gardner's Island),1
Gardner,2111
Gardner (= Nikumaroro),32
Gardner I.,2
Gardner Island,6
Gardner Island [Nikumaroro],14
Gardner Pinnacle,1
Gardner Pinnacles,302
Gardner's,2
Gardner-by-Espanola Id.,84
Gardner-by-Floreana Id.,31
Garim Islet,5
Garnish Island,5
Garove,1
Garukoru I.,104
Gascoyne,44
Gaskell Island,22
Gaspar Grande,2
Gaspar Grande Island,1
Gaspare Grande,1
Gasparilla Island,26
Gasparilla Key,2
Gasperilla,1
Gassvaer,254
Gata,1
Gateholm,16
Gateholm Island,1
Gato,1
Gato Id.,1
Gatukai Island,2
Gau,76
Gau Island,1
Gau [Ngau],34
Gaua,20
Gaua Island,16
Gavanski Island,4
Gavdos,1
Gavdos Island,1
Gavutu,1
Gawa Island,7
Gaya,4
Gaya Island,20
Gaysum Island,2
Gebe,1
Gebe Island,4
"Gebe, Pulau",64
Gebeh,2
Gebi Island,10
Gebi Island bij Djilolo,1
Gebied der Graven Hörner,1
Gedeh,12
Gedney Island,12
"Geelvink B., Isl. Jobe",1
"Geelvink B., Isl. Jobi",1
"Geelvink B., Isl. Mafoor",3
"Geelvink B., Schouten Isl.",1
"Geelvink B., Schouten Isl., Isl. Soëk",2
"Geelvink Bai, Isl. Mafoor",1
Geelvink Bay Dist.,137
"Geelvink Bay, Isl. Jobi",2
"Geelvink Bay, Isl. Mafoor",1
"Geelvink Bay, Isl. Miosnum",3
"Geelvink Bay, Isl. Soëk",1
"Geelvink Bay, Schouten Isl., Isl. Soëk",1
Geiger Key,2
Geiyo Islands,1
Gela Island,1
Gelderland,450
Gemeente Ameland,15
Gemeente Borger-Odoorn,1
Gemeente Schiermonnikoog,193
Gemeente Terschelling,8
Gemeente Vlieland,161
Gemien,20
Gemo Island,1
Generale Island,105
Genovesa,223
Genovesa (Tower),1
Genovesa I.,114
Genovesa Id.,7
Genovesa Island,38
Genting,3
Geographical Society,1
Geoje,1
Geomun-do,1
George,17
George Island,14
